,n_vulns,vulns,cvss
./shodan-output/CITYOFPATASKALAOHIO.GOV.json,0,set(),0.0
./shodan-output/CITYOFPATTERSONLA.GOV.json,0,set(),0.0
./shodan-output/CITYOFPIGEONFORGETN.GOV.json,0,set(),0.0
./shodan-output/CITYOFPLAINVILLE-KS.GOV.json,0,set(),0.0
./shodan-output/CITYOFPLATTSBURGH-NY.GOV.json,0,set(),0.0
./shodan-output/CITYOFPLEASANTONCA.GOV.json,0,set(),0.0
./shodan-output/CITYOFPORTLANDTN.GOV.json,0,set(),0.0
./shodan-output/CITYOFRINGGOLDGA.GOV.json,0,set(),0.0
./shodan-output/CITYOFROCHESTER.GOV.json,0,set(),0.0
./shodan-output/CITYOFROCKPORT-IN.GOV.json,0,set(),0.0
./shodan-output/CITYOFROGERSTX.GOV.json,0,set(),0.0
./shodan-output/CITYOFSALEMNJ.GOV.json,13,"{'CVE-2017-15906', 'CVE-2019-0215', 'CVE-2019-0211', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2010-4755', 'CVE-2010-5107', 'CVE-2019-0217', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",66.3
./shodan-output/CITYOFSANAUGUSTINETX.GOV.json,0,set(),0.0
./shodan-output/CITYOFSANTEECA.GOV.json,0,set(),0.0
./shodan-output/CITYOFSEATTLE.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/CITYOFSEMMESAL.GOV.json,11,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2018-15473', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",52.1
./shodan-output/CITYOFSEWARDNE.GOV.json,15,"{'CVE-2017-9788', 'CVE-2017-7659', 'CVE-2017-9798', 'CVE-2018-17199', 'CVE-2018-11763', 'CVE-2017-15715', 'CVE-2018-1333', 'CVE-2017-3167', 'CVE-2017-3169', 'CVE-2017-7679', 'CVE-2018-1283', 'CVE-2019-0211', 'CVE-2017-15710', 'CVE-2018-1312', 'CVE-2017-7668'}",89.99999999999999
./shodan-output/CITYOFSOUTHFULTONGA.GOV.json,40,"{'CVE-2011-3368', 'CVE-2012-0883', 'CVE-2013-2249', 'CVE-2012-4557', 'CVE-2017-3167', 'CVE-2011-3348', 'CVE-2014-0231', 'CVE-2011-3607', 'CVE-2011-5000', 'CVE-2016-8612', 'CVE-2011-4327', 'CVE-2010-2068', 'CVE-2012-4558', 'CVE-2017-7668', 'CVE-2010-4478', 'CVE-2017-15906', 'CVE-2011-3192', 'CVE-2014-0098', 'CVE-2013-6438', 'CVE-2011-4317', 'CVE-2018-15473', 'CVE-2014-1692', 'CVE-2012-2687', 'CVE-2011-0419', 'CVE-2016-4975', 'CVE-2010-1452', 'CVE-2016-10708', 'CVE-2012-0053', 'CVE-2012-3499', 'CVE-2013-1896', 'CVE-2016-0777', 'CVE-2011-3639', 'CVE-2010-4755', 'CVE-2017-3169', 'CVE-2010-5107', 'CVE-2011-4415', 'CVE-2017-7679', 'CVE-2012-0031', 'CVE-2013-1862', 'CVE-2012-0814'}",199.20000000000002
./shodan-output/CITYOFSPARTANBURG-SC.GOV.json,0,set(),0.0
./shodan-output/CITYOFSTOCKBRIDGE-GA.GOV.json,0,set(),0.0
./shodan-output/CITYOFTITUSVILLEPA.GOV.json,10,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2010-4755', 'CVE-2010-5107', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",47.1
./shodan-output/CITYOFTOMBSTONEAZ.GOV.json,0,set(),0.0
./shodan-output/CITYOFWADLEY-GA.GOV.json,11,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2018-15473', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",52.1
./shodan-output/CITYOFWARRENPA.GOV.json,0,set(),0.0
./shodan-output/CITYOFWASHINGTONGA.GOV.json,0,set(),0.0
./shodan-output/CITYOFWEATHERBYLAKE-MO.GOV.json,0,set(),0.0
./shodan-output/CITYOFWESTONLAKES-TX.GOV.json,10,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2010-4755', 'CVE-2010-5107', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",47.1
./shodan-output/CITYOFWEYAUWEGA-WI.GOV.json,0,set(),0.0
./shodan-output/CITYOFWOODBURYGA.GOV.json,0,set(),0.0
./shodan-output/CITYOFWORLANDWY.GOV.json,36,"{'CVE-2019-9193', 'CVE-2016-5424', 'CVE-2018-1058', 'CVE-2017-7486', 'CVE-2017-15098', 'CVE-2017-12172', 'CVE-2014-2669', 'CVE-2014-0065', 'CVE-2017-14798', 'CVE-2017-7546', 'CVE-2017-7547', 'CVE-2016-5423', 'CVE-2014-0062', 'CVE-2011-5000', 'CVE-2015-3165', 'CVE-2011-4327', 'CVE-2010-4478', 'CVE-2017-15906', 'CVE-2017-7485', 'CVE-2016-7048', 'CVE-2018-1115', 'CVE-2014-0060', 'CVE-2014-0063', 'CVE-2014-0067', 'CVE-2014-1692', 'CVE-2015-5289', 'CVE-2015-5288', 'CVE-2014-0064', 'CVE-2017-7484', 'CVE-2016-10708', 'CVE-2016-0777', 'CVE-2010-4755', 'CVE-2010-5107', 'CVE-2014-0066', 'CVE-2014-0061', 'CVE-2012-0814'}",201.9
./shodan-output/CITYOFWORTHINGTONHILLSKY.GOV.json,0,set(),0.0
./shodan-output/CITYOFYUKONOK.GOV.json,0,set(),0.0
./shodan-output/CJIS.GOV.json,0,set(),0.0
./shodan-output/CLAIBORNECOUNTYTN.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/CLARIONIOWA.GOV.json,0,set(),0.0
./shodan-output/CLARKCOUNTYILSHERIFF.GOV.json,56,"{'CVE-2019-9193', 'CVE-2018-10547', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2016-5424', 'CVE-2018-1058', 'CVE-2017-7486', 'CVE-2019-9641', 'CVE-2019-11035', 'CVE-2018-10548', 'CVE-2014-0061', 'CVE-2018-19395', 'CVE-2017-12172', 'CVE-2014-2669', 'CVE-2014-0065', 'CVE-2017-15098', 'CVE-2019-9638', 'CVE-2017-14798', 'CVE-2017-7546', 'CVE-2017-7547', 'CVE-2018-17082', 'CVE-2016-5423', 'CVE-2019-9021', 'CVE-2014-0062', 'CVE-2019-6977', 'CVE-2015-3165', 'CVE-2018-10549', 'CVE-2019-9020', 'CVE-2017-16642', 'CVE-2014-9767', 'CVE-2017-15906', 'CVE-2016-7478', 'CVE-2017-7485', 'CVE-2016-7048', 'CVE-2018-1115', 'CVE-2018-10546', 'CVE-2018-15919', 'CVE-2014-0060', 'CVE-2019-11034', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2019-9024', 'CVE-2014-0063', 'CVE-2014-0067', 'CVE-2015-5289', 'CVE-2018-20783', 'CVE-2015-5288', 'CVE-2015-8994', 'CVE-2018-10545', 'CVE-2014-0064', 'CVE-2017-7484', 'CVE-2018-19520', 'CVE-2018-15132', 'CVE-2014-0066', 'CVE-2019-9023', 'CVE-2018-19935'}",324.29999999999995
./shodan-output/CLARKCOUNTYNV.GOV.json,0,set(),0.0
./shodan-output/CLARKCOUNTYOHIO.GOV.json,0,set(),0.0
./shodan-output/CLARKECOUNTY.GOV.json,10,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2010-4755', 'CVE-2010-5107', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",47.1
./shodan-output/CLARKSTONGA.GOV.json,0,set(),0.0
./shodan-output/CLARKSVILLEAR.GOV.json,0,set(),0.0
./shodan-output/CLAYCOUNTYIN.GOV.json,27,"{'CVE-2018-10547', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2019-9641', 'CVE-2018-10548', 'CVE-2019-6339', 'CVE-2018-19395', 'CVE-2019-9638', 'CVE-2019-6341', 'CVE-2018-17082', 'CVE-2019-9021', 'CVE-2019-6977', 'CVE-2018-10549', 'CVE-2019-9020', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2019-9024', 'CVE-2018-20783', 'CVE-2018-10545', 'CVE-2019-6338', 'CVE-2018-19520', 'CVE-2019-9023', 'CVE-2018-15132', 'CVE-2017-12868', 'CVE-2018-19935'}",155.1
./shodan-output/CLAYCOUNTYMN.GOV.json,0,set(),0.0
./shodan-output/CLAYCOUNTYMO.GOV.json,45,"{'CVE-2017-9788', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2016-0736', 'CVE-2019-9641', 'CVE-2019-9640', 'CVE-2019-9022', 'CVE-2018-19395', 'CVE-2014-0231', 'CVE-2019-9638', 'CVE-2018-17082', 'CVE-2019-9021', 'CVE-2016-8612', 'CVE-2014-0226', 'CVE-2019-6977', 'CVE-2019-9020', 'CVE-2013-4352', 'CVE-2014-0117', 'CVE-2014-8109', 'CVE-2016-8743', 'CVE-2017-15715', 'CVE-2015-3185', 'CVE-2014-0098', 'CVE-2013-6438', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2019-9024', 'CVE-2018-1283', 'CVE-2017-15710', 'CVE-2018-19518', 'CVE-2016-4975', 'CVE-2018-20783', 'CVE-2015-3184', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2014-0118', 'CVE-2016-2161', 'CVE-2019-9675', 'CVE-2018-15132', 'CVE-2018-14851', 'CVE-2017-7679', 'CVE-2018-1312', 'CVE-2014-3523', 'CVE-2019-9023', 'CVE-2018-19935'}",250.10000000000002
./shodan-output/CLAYTONCOUNTYGA.GOV.json,0,set(),0.0
./shodan-output/CLAYTONCOUNTYIA.GOV.json,0,set(),0.0
./shodan-output/CLAYTONMO.GOV.json,0,set(),0.0
./shodan-output/CLAYTONNC.GOV.json,0,set(),0.0
./shodan-output/CLEARLAKE-WI.GOV.json,0,set(),0.0
./shodan-output/CLEARLAKESHORES-TX.GOV.json,0,set(),0.0
./shodan-output/CLEARSPRINGMD.GOV.json,0,set(),0.0
./shodan-output/CLERMONTCOUNTYOHIO.GOV.json,0,set(),0.0
./shodan-output/CLEVELAND-OH.GOV.json,106,"{'CVE-2014-3981', 'CVE-2016-4071', 'CVE-2018-19395', 'CVE-2014-4721', 'CVE-2019-9021', 'CVE-2014-3515', 'CVE-2014-9767', 'CVE-2015-5589', 'CVE-2018-10546', 'CVE-2015-3412', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2015-4021', 'CVE-2015-4644', 'CVE-2015-4605', 'CVE-2015-3330', 'CVE-2018-10545', 'CVE-2015-4598', 'CVE-2014-4698', 'CVE-2014-0238', 'CVE-2018-19520', 'CVE-2016-4073', 'CVE-2015-6833', 'CVE-2019-9023', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2015-0232', 'CVE-2015-2348', 'CVE-2015-6837', 'CVE-2016-3171', 'CVE-2014-3669', 'CVE-2019-6339', 'CVE-2015-5590', 'CVE-2015-4024', 'CVE-2015-4642', 'CVE-2015-2331', 'CVE-2015-6835', 'CVE-2018-10549', 'CVE-2019-9020', 'CVE-2016-7478', 'CVE-2018-7602', 'CVE-2014-3479', 'CVE-2015-4603', 'CVE-2018-7600', 'CVE-2015-4148', 'CVE-2014-3587', 'CVE-2015-8994', 'CVE-2015-4147', 'CVE-2015-8835', 'CVE-2015-0273', 'CVE-2019-9641', 'CVE-2015-8873', 'CVE-2019-9638', 'CVE-2016-4072', 'CVE-2018-17082', 'CVE-2014-3480', 'CVE-2016-5116', 'CVE-2014-5120', 'CVE-2019-6977', 'CVE-2015-4022', 'CVE-2015-4604', 'CVE-2015-2787', 'CVE-2017-16642', 'CVE-2015-4602', 'CVE-2015-4599', 'CVE-2015-4026', 'CVE-2014-9427', 'CVE-2014-3668', 'CVE-2018-20783', 'CVE-2014-3670', 'CVE-2015-4643', 'CVE-2019-6338', 'CVE-2014-4670', 'CVE-2014-3597', 'CVE-2018-15132', 'CVE-2015-8935', 'CVE-2018-10547', 'CVE-2015-6836', 'CVE-2015-4600', 'CVE-2014-0185', 'CVE-2018-10548', 'CVE-2014-3478', 'CVE-2014-9912', 'CVE-2016-3185', 'CVE-2019-6341', 'CVE-2015-6838', 'CVE-2015-3307', 'CVE-2015-2783', 'CVE-2014-9705', 'CVE-2014-9652', 'CVE-2014-8142', 'CVE-2015-3411', 'CVE-2019-9024', 'CVE-2015-6832', 'CVE-2015-4025', 'CVE-2014-0237', 'CVE-2014-9653', 'CVE-2014-5459', 'CVE-2015-6834', 'CVE-2014-0207', 'CVE-2015-0231', 'CVE-2015-6831', 'CVE-2015-3329', 'CVE-2015-8838', 'CVE-2014-3487', 'CVE-2018-19935'}",662.5999999999998
./shodan-output/CLEVELANDCOUNTYNC.GOV.json,11,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2018-15473', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",52.1
./shodan-output/CLEVELANDOHIO.GOV.json,106,"{'CVE-2014-3981', 'CVE-2016-4071', 'CVE-2018-19395', 'CVE-2014-4721', 'CVE-2019-9021', 'CVE-2014-3515', 'CVE-2014-9767', 'CVE-2015-5589', 'CVE-2018-10546', 'CVE-2015-3412', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2015-4021', 'CVE-2015-4644', 'CVE-2015-4605', 'CVE-2015-3330', 'CVE-2018-10545', 'CVE-2015-4598', 'CVE-2014-4698', 'CVE-2014-0238', 'CVE-2018-19520', 'CVE-2016-4073', 'CVE-2015-6833', 'CVE-2019-9023', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2015-0232', 'CVE-2015-2348', 'CVE-2015-6837', 'CVE-2016-3171', 'CVE-2014-3669', 'CVE-2019-6339', 'CVE-2015-5590', 'CVE-2015-4024', 'CVE-2015-4642', 'CVE-2015-2331', 'CVE-2015-6835', 'CVE-2018-10549', 'CVE-2019-9020', 'CVE-2016-7478', 'CVE-2018-7602', 'CVE-2014-3479', 'CVE-2015-4603', 'CVE-2018-7600', 'CVE-2015-4148', 'CVE-2014-3587', 'CVE-2015-8994', 'CVE-2015-4147', 'CVE-2015-8835', 'CVE-2015-0273', 'CVE-2019-9641', 'CVE-2015-8873', 'CVE-2019-9638', 'CVE-2016-4072', 'CVE-2018-17082', 'CVE-2014-3480', 'CVE-2016-5116', 'CVE-2014-5120', 'CVE-2019-6977', 'CVE-2015-4022', 'CVE-2015-4604', 'CVE-2015-2787', 'CVE-2017-16642', 'CVE-2015-4602', 'CVE-2015-4599', 'CVE-2015-4026', 'CVE-2014-9427', 'CVE-2014-3668', 'CVE-2018-20783', 'CVE-2014-3670', 'CVE-2015-4643', 'CVE-2019-6338', 'CVE-2014-4670', 'CVE-2014-3597', 'CVE-2018-15132', 'CVE-2015-8935', 'CVE-2018-10547', 'CVE-2015-6836', 'CVE-2015-4600', 'CVE-2014-0185', 'CVE-2018-10548', 'CVE-2014-3478', 'CVE-2014-9912', 'CVE-2016-3185', 'CVE-2019-6341', 'CVE-2015-6838', 'CVE-2015-3307', 'CVE-2015-2783', 'CVE-2014-9705', 'CVE-2014-9652', 'CVE-2014-8142', 'CVE-2015-3411', 'CVE-2019-9024', 'CVE-2015-6832', 'CVE-2015-4025', 'CVE-2014-0237', 'CVE-2014-9653', 'CVE-2014-5459', 'CVE-2015-6834', 'CVE-2014-0207', 'CVE-2015-0231', 'CVE-2015-6831', 'CVE-2015-3329', 'CVE-2015-8838', 'CVE-2014-3487', 'CVE-2018-19935'}",662.5999999999998
./shodan-output/CLEVELANDTN.GOV.json,0,set(),0.0
./shodan-output/CLEVELANDWI.GOV.json,0,set(),0.0
./shodan-output/CLEWISTON-FL.GOV.json,0,set(),0.0
./shodan-output/CLIFFSIDEPARKNJ.GOV.json,0,set(),0.0
./shodan-output/CLIFTONFORGEVA.GOV.json,3,"{'CVE-2017-15906', 'CVE-2018-15919', 'CVE-2018-15473'}",15.0
./shodan-output/CLIFTONVA.GOV.json,0,set(),0.0
./shodan-output/CLIMATE.GOV.json,0,set(),0.0
./shodan-output/CLINICALTRIALS.GOV.json,0,set(),0.0
./shodan-output/CLINTONCOUNTY-IA.GOV.json,0,set(),0.0
./shodan-output/CLINTONLIBRARY.GOV.json,0,set(),0.0
./shodan-output/CLINTONMA.GOV.json,0,set(),0.0
./shodan-output/CLINTONNJ.GOV.json,0,set(),0.0
./shodan-output/CLINTONOK.GOV.json,0,set(),0.0
./shodan-output/CLINTONTOWNSHIP-MI.GOV.json,0,set(),0.0
./shodan-output/CLOQUETMN.GOV.json,0,set(),0.0
./shodan-output/CLOUD.GOV.json,0,set(),0.0
./shodan-output/CLUTETEXAS.GOV.json,12,"{'CVE-2019-9193', 'CVE-2017-7484', 'CVE-2018-1058', 'CVE-2018-1115', 'CVE-2017-7485', 'CVE-2017-7486', 'CVE-2017-15099', 'CVE-2017-15098', 'CVE-2017-12172', 'CVE-2017-7548', 'CVE-2017-7546', 'CVE-2017-7547'}",68.4
./shodan-output/CLYDEPARKMT.GOV.json,0,set(),0.0
./shodan-output/CMS.GOV.json,0,set(),0.0
./shodan-output/CMSDCA.GOV.json,0,set(),0.0
./shodan-output/CMSPLANFLORIDA.GOV.json,0,set(),0.0
./shodan-output/CNCSOIG.GOV.json,0,set(),0.0
./shodan-output/CO.GOV.json,3,"{'CVE-2019-6338', 'CVE-2019-6339', 'CVE-2019-6341'}",17.0
./shodan-output/COAG.GOV.json,3,"{'CVE-2019-6338', 'CVE-2019-6339', 'CVE-2019-6341'}",17.0
./shodan-output/COALCITY-IL.GOV.json,24,"{'CVE-2018-10547', 'CVE-2018-19396', 'CVE-2019-9639', 'CVE-2019-9641', 'CVE-2018-10548', 'CVE-2018-19395', 'CVE-2019-9638', 'CVE-2017-12868', 'CVE-2018-17082', 'CVE-2019-9021', 'CVE-2019-6977', 'CVE-2018-10549', 'CVE-2019-9020', 'CVE-2017-16642', 'CVE-2018-10546', 'CVE-2018-14883', 'CVE-2019-9637', 'CVE-2019-9024', 'CVE-2018-20783', 'CVE-2018-10545', 'CVE-2018-19520', 'CVE-2018-15132', 'CVE-2019-9023', 'CVE-2018-19935'}",138.1
./shodan-output/COALRUNKY.GOV.json,0,set(),0.0
./shodan-output/COBBCOUNTYGA.GOV.json,0,set(),0.0
./shodan-output/COCKECOUNTYTN.GOV.json,19,"{'CVE-2017-15906', 'CVE-2019-9193', 'CVE-2016-5423', 'CVE-2016-0773', 'CVE-2016-5424', 'CVE-2018-1058', 'CVE-2017-7484', 'CVE-2018-1115', 'CVE-2017-7485', 'CVE-2017-7486', 'CVE-2018-15919', 'CVE-2016-0766', 'CVE-2018-15473', 'CVE-2017-12172', 'CVE-2017-15098', 'CVE-2017-7548', 'CVE-2017-14798', 'CVE-2017-7546', 'CVE-2017-7547'}",111.4
./shodan-output/CODE.GOV.json,0,set(),0.0
./shodan-output/CODOT.GOV.json,0,set(),0.0
./shodan-output/COFFEECOUNTY-GA.GOV.json,11,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2018-15473', 'CVE-2010-5107', 'CVE-2010-4755', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",52.1
./shodan-output/COFFEECOUNTYTN.GOV.json,0,set(),0.0
./shodan-output/COHOES-NY.GOV.json,0,set(),0.0
./shodan-output/COLCHESTERCT.GOV.json,0,set(),0.0
./shodan-output/COLCHESTERVT.GOV.json,0,set(),0.0
./shodan-output/COLDSPRINGKY.GOV.json,0,set(),0.0
./shodan-output/COLDSPRINGNY.GOV.json,1,{'CVE-2015-0204'},4.3
./shodan-output/COLFAX-CA.GOV.json,10,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2010-4755', 'CVE-2010-5107', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",47.1
./shodan-output/COLLEGEDALETN.GOV.json,0,set(),0.0
./shodan-output/COLLEGEDRINKINGPREVENTION.GOV.json,0,set(),0.0
./shodan-output/COLLEGENAVIGATOR.GOV.json,0,set(),0.0
./shodan-output/COLLEGEPARKMD.GOV.json,0,set(),0.0
./shodan-output/COLLEGEVILLE-PA.GOV.json,0,set(),0.0
./shodan-output/COLLIERCOUNTYFL.GOV.json,0,set(),0.0
./shodan-output/COLLINCOUNTYTEXAS.GOV.json,2,"{'CVE-2015-4000', 'CVE-2015-0204'}",8.6
./shodan-output/COLLINCOUNTYTX.GOV.json,2,"{'CVE-2015-4000', 'CVE-2015-0204'}",8.6
./shodan-output/COLONIALHEIGHTSVA.GOV.json,0,set(),0.0
./shodan-output/COLORADO.GOV.json,3,"{'CVE-2019-6338', 'CVE-2019-6339', 'CVE-2019-6341'}",17.0
./shodan-output/COLORADOATTORNEYGENERAL.GOV.json,3,"{'CVE-2019-6338', 'CVE-2019-6339', 'CVE-2019-6341'}",17.0
./shodan-output/COLORADOJUDICIALPERFORMANCE.GOV.json,0,set(),0.0
./shodan-output/COLORADOLABORLAW.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/COLORADOPOST.GOV.json,29,"{'CVE-2011-3368', 'CVE-2012-0883', 'CVE-2013-2249', 'CVE-2012-4557', 'CVE-2017-3167', 'CVE-2011-3348', 'CVE-2014-0231', 'CVE-2011-3607', 'CVE-2016-8612', 'CVE-2010-2068', 'CVE-2012-4558', 'CVE-2017-7668', 'CVE-2011-3192', 'CVE-2014-0098', 'CVE-2013-6438', 'CVE-2011-4317', 'CVE-2012-2687', 'CVE-2011-0419', 'CVE-2016-4975', 'CVE-2010-1452', 'CVE-2012-0053', 'CVE-2012-3499', 'CVE-2013-1896', 'CVE-2011-3639', 'CVE-2017-3169', 'CVE-2011-4415', 'CVE-2017-7679', 'CVE-2012-0031', 'CVE-2013-1862'}",147.1
./shodan-output/COLORADOSPRINGS.GOV.json,0,set(),0.0
./shodan-output/COLORADOUI.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/COLRAIN-MA.GOV.json,0,set(),0.0
./shodan-output/COLTONCA.GOV.json,0,set(),0.0
./shodan-output/COLUMBIACOUNTYGA.GOV.json,0,set(),0.0
./shodan-output/COLUMBIACOUNTYNY.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/COLUMBIACOUNTYOR.GOV.json,0,set(),0.0
./shodan-output/COLUMBIAHEIGHTSMN.GOV.json,0,set(),0.0
./shodan-output/COLUMBIANAOHIO.GOV.json,10,"{'CVE-2017-15906', 'CVE-2016-10708', 'CVE-2011-5000', 'CVE-2016-0777', 'CVE-2011-4327', 'CVE-2010-4755', 'CVE-2010-5107', 'CVE-2014-1692', 'CVE-2012-0814', 'CVE-2010-4478'}",47.1
./shodan-output/COLUMBIASC.GOV.json,0,set(),0.0
./shodan-output/COLUMBIATN.GOV.json,0,set(),0.0
./shodan-output/COLUMBUS.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/COLUMBUSCOUNTYNC.GOV.json,0,set(),0.0
./shodan-output/COLUMBUSGA.GOV.json,0,set(),0.0
./shodan-output/COLUMBUSOHIO.GOV.json,5,"{'CVE-2012-2531', 'CVE-2010-3972', 'CVE-2010-1899', 'CVE-2010-2730', 'CVE-2010-1256'}",34.2
./shodan-output/COLUSA-NSN.GOV.json,0,set(),0.0
./shodan-output/COMMERCE.GOV.json,0,set(),0.0
./shodan-output/COMMERCIALPOINTOHIO.GOV.json,0,set(),0.0
./shodan-output/COMO.GOV.json,0,set(),0.0
./shodan-output/COMPARECAREMASS.GOV.json,0,set(),0.0
./shodan-output/COMPLAINTREFERRALEXPRESS.GOV.json,0,set(),0.0
./shodan-output/COMPLIANCE.GOV.json,2,"{'CVE-2017-15906', 'CVE-2018-15919'}",10.0
./shodan-output/COMPTROLLEROFTHECURRENCY.GOV.json,0,set(),0.0
./shodan-output/COMPUTERSFORLEARNING.GOV.json,0,set(),0.0
./shodan-output/CONCORDMA.GOV.json,0,set(),0.0
./shodan-output/CONCORDNC.GOV.json,0,set(),0.0
./shodan-output/CONCORDNH.GOV.json,0,set(),0.0
./shodan-output/CONGRESS.GOV.json,0,set(),0.0
./shodan-output/CONGRESSIONALDIRECTORY.GOV.json,0,set(),0.0
./shodan-output/CONGRESSIONALRECORD.GOV.json,0,set(),0.0
./shodan-output/CONNEAUTOHIO.GOV.json,0,set(),0.0
./shodan-output/CONNECT.GOV.json,0,set(),0.0
./shodan-output/CONNERSVILLEIN.GOV.json,0,set(),0.0
./shodan-output/CONOVERNC.GOV.json,0,set(),0.0
./shodan-output/CONSUMER.GOV.json,0,set(),0.0
./shodan-output/CONSUMERACTION.GOV.json,0,set(),0.0
./shodan-output/CONSUMERBUREAU.GOV.json,0,set(),0.0
./shodan-output/CONSUMERFINANCE.GOV.json,0,set(),0.0
./shodan-output/CONSUMERFINANCIAL.GOV.json,0,set(),0.0
./shodan-output/CONSUMERFINANCIALBUREAU.GOV.json,0,set(),0.0
./shodan-output/CONSUMERPROTECTION.GOV.json,0,set(),0.0
./shodan-output/CONSUMERPROTECTIONBUREAU.GOV.json,0,set(),0.0
./shodan-output/CONSUMERSENTINEL.GOV.json,0,set(),0.0
./shodan-output/CONSUMIDOR.GOV.json,0,set(),0.0
./shodan-output/CONTRACTDIRECTORY.GOV.json,0,set(),0.0
./shodan-output/CONWAYARKANSAS.GOV.json,0,set(),0.0
./shodan-output/COOKCOUNTYIL.GOV.json,0,set(),0.0
./shodan-output/COOKEVILLE-TN.GOV.json,0,set(),0.0
./shodan-output/COONRAPIDSMN.GOV.json,0,set(),0.0
./shodan-output/COOPERCOUNTYMO.GOV.json,0,set(),0.0
./shodan-output/COPIAHCOUNTYMS.GOV.json,24,"{'CVE-2017-9788', 'CVE-2016-0736', 'CVE-2014-0231', 'CVE-2016-8612', 'CVE-2014-0226', 'CVE-2013-4352', 'CVE-2014-0117', 'CVE-2014-8109', 'CVE-2016-8743', 'CVE-2017-15715', 'CVE-2015-3185', 'CVE-2014-0098', 'CVE-2013-6438', 'CVE-2018-1283', 'CVE-2017-15710', 'CVE-2016-4975', 'CVE-2015-3184', 'CVE-2018-17199', 'CVE-2017-9798', 'CVE-2014-0118', 'CVE-2016-2161', 'CVE-2017-7679', 'CVE-2018-1312', 'CVE-2014-3523'}",121.89999999999999
./shodan-output/COPPELLTX.GOV.json,0,set(),0.0
./shodan-output/COPPERASCOVETX.GOV.json,0,set(),0.0
./shodan-output/COPYRIGHT.GOV.json,0,set(),0.0
